[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | INFO: Tag[ route_check ] --START--
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 220 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 186 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-06-08T09:55:37+08:00 ] /JSJD/admin.php/Stu/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
